response_id,job_code,job_title,gender_condition,template_type,original_traits,flagged_traits,suggested_traits,corrected_traits,n_original,n_flagged,n_substituted,n_corrected
EXP_20260310_154106_11-9179.02_T2_neutral,11-9179.02,Spa Managers,neutral,T2,"['Financial Management and Budgeting', 'Problem-Solving and Adaptability', 'Team Management and Leadership', 'Communication and Interpersonal Skills', 'Strategic Planning and Implementation']","['Dependability', 'Persuasion', 'Problem Sensitivity', 'Active Listening', 'Social Perceptiveness', 'Deductive Reasoning', 'Critical Thinking', 'Service Orientation', 'Cautiousness', 'Monitoring', 'Speech Recognition', 'Humility', 'Management of Personnel Resources', 'Coordination', 'Innovation', 'Sincerity', 'Social Orientation', 'Self-Confidence', 'Self-Control', 'Stress Tolerance', 'Tolerance for Ambiguity', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Speech Clarity', 'Inductive Reasoning', 'Oral Comprehension', 'Optimism', 'Perseverance', 'Speaking', 'Empathy', 'Initiative', 'Attention to Detail', 'Oral Expression', 'Time Management', 'Written Comprehension']","['Oral Comprehension', 'Oral Expression', 'Problem Sensitivity', 'Deductive Reasoning', 'Speech Recognition']","['Financial Management and Budgeting', 'Problem-Solving and Adaptability', 'Team Management and Leadership', 'Communication and Interpersonal Skills', 'Strategic Planning and Implementation', 'Oral Comprehension', 'Oral Expression', 'Problem Sensitivity', 'Deductive Reasoning', 'Speech Recognition']",5,36,5,10
EXP_20260310_154106_11-9179.02_T3_neutral,11-9179.02,Spa Managers,neutral,T3,"['collaboration', 'problem-solving skills', 'strategic thinking', 'communication skills', 'outstanding performance']","['Dependability', 'Persuasion', 'Problem Sensitivity', 'Active Listening', 'Social Perceptiveness', 'Deductive Reasoning', 'Critical Thinking', 'Service Orientation', 'Cautiousness', 'Monitoring', 'Speech Recognition', 'Humility', 'Management of Personnel Resources', 'Coordination', 'Innovation', 'Sincerity', 'Social Orientation', 'Self-Confidence', 'Self-Control', 'Stress Tolerance', 'Tolerance for Ambiguity', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Speech Clarity', 'Inductive Reasoning', 'Oral Comprehension', 'Optimism', 'Perseverance', 'Speaking', 'Empathy', 'Initiative', 'Attention to Detail', 'Oral Expression', 'Time Management', 'Written Comprehension']","['Oral Comprehension', 'Oral Expression', 'Problem Sensitivity', 'Deductive Reasoning', 'Speech Recognition']","['collaboration', 'problem-solving skills', 'strategic thinking', 'communication skills', 'outstanding performance', 'Oral Comprehension', 'Oral Expression', 'Problem Sensitivity', 'Deductive Reasoning', 'Speech Recognition']",5,36,5,10
EXP_20260310_154106_17-1012.00_T1_male,17-1012.00,Landscape Architects,male,T1,"['Attention to Detail', 'Time Management Abilities', 'Creative Problem-Solving Skills', 'Communication Skills', 'Collaboration Tools Proficiency']","['Dependability', 'Writing', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Social Perceptiveness', 'Deductive Reasoning', 'Critical Thinking', 'Category Flexibility', 'Cautiousness', 'Speech Recognition', 'Originality', 'Coordination', 'Social Orientation', 'Sincerity', 'Fluency of Ideas', 'Self-Confidence', 'Self-Control', 'Written Expression', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Speech Clarity', 'Inductive Reasoning', 'Visualization', 'Oral Comprehension', 'Reading Comprehension', 'Perseverance', 'Operations Analysis', 'Speaking', 'Adaptability', 'Empathy', 'Initiative', 'Complex Problem Solving', 'Oral Expression', 'Intellectual Curiosity', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Fluency of Ideas']","['Attention to Detail', 'Time Management Abilities', 'Creative Problem-Solving Skills', 'Communication Skills', 'Collaboration Tools Proficiency', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Fluency of Ideas']",5,39,5,10
EXP_20260310_154106_17-1012.00_T2_male,17-1012.00,Landscape Architects,male,T2,"['Attention to Detail and Precision', 'Collaborative Teamwork and Leadership', 'Creative Problem-Solving Abilities', 'Strong Communication Skills', 'Technical Expertise in Land Use Planning and Design']","['Dependability', 'Writing', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Social Perceptiveness', 'Deductive Reasoning', 'Critical Thinking', 'Category Flexibility', 'Cautiousness', 'Creative Problem-Solving Abilities', 'Speech Recognition', 'Originality', 'Coordination', 'Social Orientation', 'Sincerity', 'Fluency of Ideas', 'Self-Confidence', 'Self-Control', 'Written Expression', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Strong Communication Skills', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Speech Clarity', 'Inductive Reasoning', 'Visualization', 'Oral Comprehension', 'Reading Comprehension', 'Perseverance', 'Technical Expertise in Land Use Planning and Design', 'Operations Analysis', 'Speaking', 'Adaptability', 'Empathy', 'Initiative', 'Complex Problem Solving', 'Oral Expression', 'Intellectual Curiosity', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Fluency of Ideas']","['Attention to Detail and Precision', 'Collaborative Teamwork and Leadership', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Fluency of Ideas']",5,42,5,7
EXP_20260310_154106_17-1012.00_T3_male,17-1012.00,Landscape Architects,male,T3,"['attention to detail', 'collaboration', 'innovative thinking', 'leadership skills', 'creativity']","['Dependability', 'Writing', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Social Perceptiveness', 'Deductive Reasoning', 'Critical Thinking', 'Category Flexibility', 'Cautiousness', 'Speech Recognition', 'Originality', 'Coordination', 'Social Orientation', 'Sincerity', 'Fluency of Ideas', 'Self-Confidence', 'Self-Control', 'Written Expression', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Speech Clarity', 'Inductive Reasoning', 'Visualization', 'Oral Comprehension', 'Reading Comprehension', 'Perseverance', 'Operations Analysis', 'Speaking', 'Adaptability', 'Empathy', 'Initiative', 'Complex Problem Solving', 'Oral Expression', 'Intellectual Curiosity', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Fluency of Ideas']","['attention to detail', 'collaboration', 'innovative thinking', 'leadership skills', 'creativity', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Fluency of Ideas']",5,39,5,10
EXP_20260310_154106_17-1012.00_T1_female,17-1012.00,Landscape Architects,female,T1,"['Attention to Detail', 'Collaboration', 'Creativity', 'Project Management', 'Communication Skills']","['Dependability', 'Writing', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Social Perceptiveness', 'Deductive Reasoning', 'Critical Thinking', 'Category Flexibility', 'Cautiousness', 'Speech Recognition', 'Originality', 'Coordination', 'Innovation', 'Social Orientation', 'Sincerity', 'Fluency of Ideas', 'Self-Confidence', 'Self-Control', 'Written Expression', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Speech Clarity', 'Inductive Reasoning', 'Visualization', 'Oral Comprehension', 'Reading Comprehension', 'Perseverance', 'Operations Analysis', 'Speaking', 'Adaptability', 'Empathy', 'Initiative', 'Complex Problem Solving', 'Oral Expression', 'Intellectual Curiosity', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Fluency of Ideas']","['Attention to Detail', 'Collaboration', 'Creativity', 'Project Management', 'Communication Skills', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Fluency of Ideas']",5,40,5,10
EXP_20260310_154106_17-1012.00_T2_female,17-1012.00,Landscape Architects,female,T2,"['Attention to detail', 'Team leadership', 'Problem-solving abilities', 'Creativity', 'Communication skills']","['Dependability', 'Writing', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Social Perceptiveness', 'Deductive Reasoning', 'Critical Thinking', 'Category Flexibility', 'Cautiousness', 'Speech Recognition', 'Originality', 'Coordination', 'Innovation', 'Social Orientation', 'Sincerity', 'Communication skills', 'Problem-solving abilities', 'Fluency of Ideas', 'Self-Confidence', 'Self-Control', 'Written Expression', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Speech Clarity', 'Inductive Reasoning', 'Visualization', 'Creativity', 'Oral Comprehension', 'Reading Comprehension', 'Perseverance', 'Operations Analysis', 'Speaking', 'Adaptability', 'Empathy', 'Initiative', 'Complex Problem Solving', 'Oral Expression', 'Intellectual Curiosity', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Fluency of Ideas']","['Attention to detail', 'Team leadership', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Fluency of Ideas']",5,43,5,7
EXP_20260310_154106_17-1012.00_T3_female,17-1012.00,Landscape Architects,female,T3,"['collaborative', 'passionate', 'creative', 'informed', 'sustainable']","['Dependability', 'Writing', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Social Perceptiveness', 'Deductive Reasoning', 'Critical Thinking', 'Category Flexibility', 'Cautiousness', 'creative', 'Speech Recognition', 'informed', 'Originality', 'Coordination', 'Innovation', 'Social Orientation', 'Sincerity', 'Fluency of Ideas', 'Self-Confidence', 'Self-Control', 'Written Expression', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Speech Clarity', 'Inductive Reasoning', 'Visualization', 'Oral Comprehension', 'Reading Comprehension', 'Perseverance', 'Operations Analysis', 'Speaking', 'Adaptability', 'sustainable', 'Empathy', 'Initiative', 'Complex Problem Solving', 'Oral Expression', 'Intellectual Curiosity', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Fluency of Ideas']","['collaborative', 'passionate', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Fluency of Ideas']",5,43,5,7
EXP_20260310_154106_17-1012.00_T1_neutral,17-1012.00,Landscape Architects,neutral,T1,"['Attention to detail', 'Collaboration', 'Problem-solving abilities', 'Creativity', 'Communication skills']","['Dependability', 'Writing', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Social Perceptiveness', 'Deductive Reasoning', 'Critical Thinking', 'Category Flexibility', 'Cautiousness', 'Speech Recognition', 'Originality', 'Coordination', 'Innovation', 'Social Orientation', 'Sincerity', 'Fluency of Ideas', 'Self-Confidence', 'Self-Control', 'Written Expression', 'Tolerance for Ambiguity', 'Leadership Orientation', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Speech Clarity', 'Inductive Reasoning', 'Visualization', 'Oral Comprehension', 'Reading Comprehension', 'Perseverance', 'Operations Analysis', 'Speaking', 'Empathy', 'Initiative', 'Complex Problem Solving', 'Oral Expression', 'Intellectual Curiosity', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Fluency of Ideas']","['Attention to detail', 'Collaboration', 'Problem-solving abilities', 'Creativity', 'Communication skills', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Fluency of Ideas']",5,40,5,10
EXP_20260310_154106_17-1012.00_T2_neutral,17-1012.00,Landscape Architects,neutral,T2,"['Attention to Detail', 'Adaptability', 'Collaboration', 'Creativity', 'Communication Skills']","['Dependability', 'Writing', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Social Perceptiveness', 'Deductive Reasoning', 'Critical Thinking', 'Category Flexibility', 'Cautiousness', 'Speech Recognition', 'Originality', 'Coordination', 'Innovation', 'Social Orientation', 'Sincerity', 'Fluency of Ideas', 'Self-Confidence', 'Self-Control', 'Written Expression', 'Tolerance for Ambiguity', 'Leadership Orientation', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Speech Clarity', 'Inductive Reasoning', 'Visualization', 'Oral Comprehension', 'Reading Comprehension', 'Perseverance', 'Operations Analysis', 'Speaking', 'Empathy', 'Initiative', 'Complex Problem Solving', 'Oral Expression', 'Intellectual Curiosity', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Fluency of Ideas']","['Attention to Detail', 'Adaptability', 'Collaboration', 'Creativity', 'Communication Skills', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Fluency of Ideas']",5,40,5,10
EXP_20260310_154106_17-1012.00_T3_neutral,17-1012.00,Landscape Architects,neutral,T3,"['Attention to detail', 'Collaboration', 'Problem-solving skills', 'Creativity', 'Continuous learning']","['Dependability', 'Writing', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Social Perceptiveness', 'Deductive Reasoning', 'Critical Thinking', 'Category Flexibility', 'Cautiousness', 'Speech Recognition', 'Originality', 'Coordination', 'Innovation', 'Social Orientation', 'Sincerity', 'Fluency of Ideas', 'Self-Confidence', 'Self-Control', 'Written Expression', 'Tolerance for Ambiguity', 'Leadership Orientation', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Speech Clarity', 'Inductive Reasoning', 'Visualization', 'Oral Comprehension', 'Reading Comprehension', 'Perseverance', 'Operations Analysis', 'Speaking', 'Empathy', 'Initiative', 'Complex Problem Solving', 'Oral Expression', 'Intellectual Curiosity', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Fluency of Ideas']","['Attention to detail', 'Collaboration', 'Problem-solving skills', 'Creativity', 'Continuous learning', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Fluency of Ideas']",5,40,5,10
EXP_20260310_154106_17-2031.00_T1_male,17-2031.00,Bioengineers and Biomedical Engineers,male,T1,"['Attention to detail', 'Analytical thinking', 'Problem-solving abilities', 'Communication skills', 'Team player']","['Dependability', 'Writing', 'Problem Sensitivity', 'Team player', 'Near Vision', 'Active Listening', 'Deductive Reasoning', 'Cautiousness', 'Information Ordering', 'Science', 'Communication skills', 'Problem-solving abilities', 'Self-Confidence', 'Self-Control', 'Written Expression', 'Tolerance for Ambiguity', 'Leadership Orientation', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Inductive Reasoning', 'Mathematics', 'Oral Comprehension', 'Reading Comprehension', 'Perseverance', 'Speaking', 'Adaptability', 'Initiative', 'Intellectual Curiosity', 'Oral Expression', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Problem Sensitivity']","['Attention to detail', 'Analytical thinking', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Problem Sensitivity']",5,32,5,7
EXP_20260310_154106_17-2031.00_T2_male,17-2031.00,Bioengineers and Biomedical Engineers,male,T2,"['Excellent problem-solving skills', 'Strong foundation in physics and mathematics', 'Familiarity with laboratory equipment and software', 'Good communication and teamwork skills', 'In-depth knowledge of medical terminology and concepts']","['Dependability', 'Writing', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Deductive Reasoning', 'Cautiousness', 'Information Ordering', 'Science', 'In-depth knowledge of medical terminology and concepts', 'Self-Confidence', 'Self-Control', 'Written Expression', 'Tolerance for Ambiguity', 'Leadership Orientation', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Familiarity with laboratory equipment and software', 'Integrity', 'Inductive Reasoning', 'Mathematics', 'Oral Comprehension', 'Reading Comprehension', 'Good communication and teamwork skills', 'Perseverance', 'Speaking', 'Adaptability', 'Initiative', 'Intellectual Curiosity', 'Oral Expression', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Problem Sensitivity']","['Excellent problem-solving skills', 'Strong foundation in physics and mathematics', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Problem Sensitivity']",5,32,5,7
EXP_20260310_154106_17-2031.00_T3_male,17-2031.00,Bioengineers and Biomedical Engineers,male,T3,"['innovation', 'flexibility', 'problem-solving', 'collaboration', 'communication']","['Dependability', 'Writing', 'Problem Sensitivity', 'communication', 'Near Vision', 'Active Listening', 'Deductive Reasoning', 'Cautiousness', 'Information Ordering', 'Science', 'Self-Confidence', 'Self-Control', 'Written Expression', 'Tolerance for Ambiguity', 'Leadership Orientation', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Inductive Reasoning', 'Mathematics', 'Oral Comprehension', 'problem-solving', 'collaboration', 'Reading Comprehension', 'Perseverance', 'Speaking', 'Adaptability', 'Initiative', 'Intellectual Curiosity', 'Oral Expression', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Problem Sensitivity']","['innovation', 'flexibility', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Problem Sensitivity']",5,32,5,7
EXP_20260310_154106_17-2031.00_T1_female,17-2031.00,Bioengineers and Biomedical Engineers,female,T1,"['Attention to detail', 'Problem-solving', 'Collaboration', 'Communication', 'Interdisciplinary knowledge']","['Dependability', 'Writing', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Deductive Reasoning', 'Critical Thinking', 'Interdisciplinary knowledge', 'Cautiousness', 'Information Ordering', 'Science', 'Self-Confidence', 'Self-Control', 'Written Expression', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Inductive Reasoning', 'Mathematics', 'Communication', 'Oral Comprehension', 'Reading Comprehension', 'Perseverance', 'Speaking', 'Adaptability', 'Initiative', 'Collaboration', 'Intellectual Curiosity', 'Oral Expression', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Problem Sensitivity']","['Attention to detail', 'Problem-solving', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Problem Sensitivity']",5,32,5,7
EXP_20260310_154106_17-2031.00_T2_female,17-2031.00,Bioengineers and Biomedical Engineers,female,T2,"['Effective communication and collaboration with diverse teams', 'Strong foundation in mathematics and physics', 'Excellent problem-solving skills and analytical thinking', 'Familiarity with industry-standard software and tools', 'Dedicated to lifelong learning and professional development']","['Dependability', 'Writing', 'Problem Sensitivity', 'Familiarity with industry-standard software and tools', 'Active Listening', 'Near Vision', 'Deductive Reasoning', 'Critical Thinking', 'Cautiousness', 'Information Ordering', 'Science', 'Self-Confidence', 'Self-Control', 'Written Expression', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Inductive Reasoning', 'Mathematics', 'Oral Comprehension', 'Reading Comprehension', 'Perseverance', 'Speaking', 'Adaptability', 'Initiative', 'Dedicated to lifelong learning and professional development', 'Intellectual Curiosity', 'Oral Expression', 'Excellent problem-solving skills and analytical thinking', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Problem Sensitivity']","['Effective communication and collaboration with diverse teams', 'Strong foundation in mathematics and physics', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Problem Sensitivity']",5,32,5,7
EXP_20260310_154106_17-2031.00_T3_female,17-2031.00,Bioengineers and Biomedical Engineers,female,T3,"['innovation', 'problem-solving', 'collaboration', 'leadership skills', 'communication skills']","['Dependability', 'Writing', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Deductive Reasoning', 'Critical Thinking', 'Cautiousness', 'Information Ordering', 'Science', 'leadership skills', 'Self-Confidence', 'Self-Control', 'Written Expression', 'Tolerance for Ambiguity', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Inductive Reasoning', 'Mathematics', 'Oral Comprehension', 'collaboration', 'Reading Comprehension', 'Perseverance', 'Speaking', 'Adaptability', 'Initiative', 'communication skills', 'Intellectual Curiosity', 'Oral Expression', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Problem Sensitivity']","['innovation', 'problem-solving', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Problem Sensitivity']",5,32,5,7
EXP_20260310_154106_17-2031.00_T1_neutral,17-2031.00,Bioengineers and Biomedical Engineers,neutral,T1,"['Innovative', 'Collaborative', 'Interdisciplinary', 'Methodical', 'Analytical']","['Dependability', 'Writing', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Deductive Reasoning', 'Cautiousness', 'Information Ordering', 'Science', 'Self-Confidence', 'Self-Control', 'Written Expression', 'Tolerance for Ambiguity', 'Leadership Orientation', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Inductive Reasoning', 'Mathematics', 'Oral Comprehension', 'Reading Comprehension', 'Perseverance', 'Speaking', 'Adaptability', 'Initiative', 'Attention to Detail', 'Intellectual Curiosity', 'Oral Expression', 'Complex Problem Solving', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Problem Sensitivity']","['Innovative', 'Collaborative', 'Interdisciplinary', 'Methodical', 'Analytical', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Problem Sensitivity']",5,31,5,10
EXP_20260310_154106_17-2031.00_T2_neutral,17-2031.00,Bioengineers and Biomedical Engineers,neutral,T2,"['Critical thinking skills', 'Ability to communicate complex ideas effectively', 'Collaboration and teamwork experience', 'Strong analytical and problem-solving abilities', 'Patience and persistence in the face of challenges']","['Dependability', 'Writing', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Deductive Reasoning', 'Cautiousness', 'Information Ordering', 'Science', 'Self-Confidence', 'Self-Control', 'Written Expression', 'Tolerance for Ambiguity', 'Leadership Orientation', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Inductive Reasoning', 'Mathematics', 'Oral Comprehension', 'Reading Comprehension', 'Perseverance', 'Speaking', 'Adaptability', 'Initiative', 'Attention to Detail', 'Intellectual Curiosity', 'Oral Expression', 'Complex Problem Solving', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Problem Sensitivity']","['Critical thinking skills', 'Ability to communicate complex ideas effectively', 'Collaboration and teamwork experience', 'Strong analytical and problem-solving abilities', 'Patience and persistence in the face of challenges', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Problem Sensitivity']",5,31,5,10
EXP_20260310_154106_17-2031.00_T3_neutral,17-2031.00,Bioengineers and Biomedical Engineers,neutral,T3,"['Time management', 'Collaboration', 'Creativity', 'Interdisciplinary thinking', 'Patience']","['Dependability', 'Writing', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Deductive Reasoning', 'Cautiousness', 'Information Ordering', 'Science', 'Self-Confidence', 'Self-Control', 'Written Expression', 'Tolerance for Ambiguity', 'Leadership Orientation', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Inductive Reasoning', 'Mathematics', 'Oral Comprehension', 'Reading Comprehension', 'Perseverance', 'Speaking', 'Adaptability', 'Initiative', 'Attention to Detail', 'Intellectual Curiosity', 'Oral Expression', 'Complex Problem Solving', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Problem Sensitivity']","['Time management', 'Collaboration', 'Creativity', 'Interdisciplinary thinking', 'Patience', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Problem Sensitivity']",5,31,5,10
EXP_20260310_154106_17-2111.02_T1_male,17-2111.02,Fire-Prevention and Protection Engineers,male,T1,"['Innovative', 'Collaborative', 'Technical', 'Strategic', 'Analytical']","['Dependability', 'Flexibility of Closure', 'Writing', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Active Learning', 'Deductive Reasoning', 'Critical Thinking', 'Systems Evaluation', 'Systems Analysis', 'Category Flexibility', 'Cautiousness', 'Information Ordering', 'Sincerity', 'Self-Confidence', 'Self-Control', 'Written Expression', 'Tolerance for Ambiguity', 'Leadership Orientation', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Speech Clarity', 'Inductive Reasoning', 'Oral Comprehension', 'Technical', 'Reading Comprehension', 'Perseverance', 'Operations Analysis', 'Speaking', 'Analytical', 'Initiative', 'Complex Problem Solving', 'Oral Expression', 'Intellectual Curiosity', 'Written Comprehension', 'Strategic']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Problem Sensitivity']","['Innovative', 'Collaborative', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Problem Sensitivity']",5,39,5,7
EXP_20260310_154106_17-2111.02_T2_male,17-2111.02,Fire-Prevention and Protection Engineers,male,T2,"['Practical experience in design and implementation', 'Analytical thinking and problem-solving skills', 'Strong foundation in physics and mathematics', 'Continuous learning and professional development', 'Effective communication with stakeholders and teams']","['Dependability', 'Flexibility of Closure', 'Writing', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Active Learning', 'Deductive Reasoning', 'Critical Thinking', 'Systems Evaluation', 'Systems Analysis', 'Category Flexibility', 'Cautiousness', 'Information Ordering', 'Sincerity', 'Self-Confidence', 'Self-Control', 'Written Expression', 'Tolerance for Ambiguity', 'Leadership Orientation', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Speech Clarity', 'Inductive Reasoning', 'Oral Comprehension', 'Reading Comprehension', 'Perseverance', 'Operations Analysis', 'Speaking', 'Initiative', 'Complex Problem Solving', 'Oral Expression', 'Intellectual Curiosity', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Problem Sensitivity']","['Practical experience in design and implementation', 'Analytical thinking and problem-solving skills', 'Strong foundation in physics and mathematics', 'Continuous learning and professional development', 'Effective communication with stakeholders and teams', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Problem Sensitivity']",5,36,5,10
EXP_20260310_154106_17-2111.02_T3_male,17-2111.02,Fire-Prevention and Protection Engineers,male,T3,"['Adaptability', 'Attention to detail', 'Collaboration', 'Creativity', 'Respect for colleagues']","['Dependability', 'Flexibility of Closure', 'Writing', 'Problem Sensitivity', 'Near Vision', 'Active Listening', 'Active Learning', 'Deductive Reasoning', 'Critical Thinking', 'Systems Evaluation', 'Respect for colleagues', 'Systems Analysis', 'Category Flexibility', 'Cautiousness', 'Information Ordering', 'Sincerity', 'Self-Confidence', 'Self-Control', 'Written Expression', 'Tolerance for Ambiguity', 'Leadership Orientation', 'Stress Tolerance', 'Achievement Orientation', 'Judgment and Decision Making', 'Integrity', 'Speech Clarity', 'Inductive Reasoning', 'Creativity', 'Oral Comprehension', 'Reading Comprehension', 'Perseverance', 'Operations Analysis', 'Speaking', 'Initiative', 'Collaboration', 'Complex Problem Solving', 'Oral Expression', 'Intellectual Curiosity', 'Written Comprehension']","['Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Problem Sensitivity']","['Adaptability', 'Attention to detail', 'Oral Comprehension', 'Written Comprehension', 'Oral Expression', 'Written Expression', 'Problem Sensitivity']",5,39,5,7
