Job_Code,Job_Title,Attribute_Name,Importance_Score,Trait_Type
27-2042.00,Musicians and Singers,Hearing Sensitivity,3.75,Abilities
27-2042.00,Musicians and Singers,Auditory Attention,3.5,Abilities
27-2042.00,Musicians and Singers,Sound Localization,2.12,Abilities
27-2042.00,Musicians and Singers,Speech Recognition,3.5,Abilities
27-2042.00,Musicians and Singers,Speech Clarity,3.5,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Oral Comprehension,4.0,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Written Comprehension,3.88,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Oral Expression,5.0,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Written Expression,3.75,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Fluency of Ideas,3.62,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Originality,3.75,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Problem Sensitivity,3.12,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Deductive Reasoning,3.25,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Inductive Reasoning,3.25,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Information Ordering,3.12,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Category Flexibility,3.0,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Mathematical Reasoning,1.88,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Number Facility,2.0,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Memorization,3.0,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Speed of Closure,3.0,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Flexibility of Closure,2.25,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Perceptual Speed,2.38,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Spatial Orientation,1.5,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Visualization,2.0,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Selective Attention,3.38,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Time Sharing,3.0,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Arm-Hand Steadiness,1.88,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Manual Dexterity,1.88,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Finger Dexterity,1.88,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Control Precision,2.12,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Multilimb Coordination,1.38,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Response Orientation,1.62,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Rate Control,1.88,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Reaction Time,2.0,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Wrist-Finger Speed,1.62,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Speed of Limb Movement,1.0,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Static Strength,1.38,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Explosive Strength,1.38,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Dynamic Strength,1.38,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Trunk Strength,2.12,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Stamina,1.0,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Extent Flexibility,1.38,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Dynamic Flexibility,1.0,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Gross Body Coordination,1.0,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Gross Body Equilibrium,1.0,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Near Vision,3.12,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Far Vision,2.25,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Visual Color Discrimination,2.0,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Night Vision,1.38,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Peripheral Vision,1.5,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Depth Perception,1.88,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Glare Sensitivity,1.5,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Hearing Sensitivity,2.0,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Auditory Attention,2.5,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Sound Localization,1.62,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Speech Recognition,4.0,Abilities
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,Speech Clarity,4.75,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Oral Comprehension,3.88,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Written Comprehension,3.75,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Oral Expression,4.0,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Written Expression,3.88,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Fluency of Ideas,3.25,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Originality,3.25,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Problem Sensitivity,3.38,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Deductive Reasoning,3.25,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Inductive Reasoning,3.38,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Information Ordering,3.38,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Category Flexibility,2.75,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Mathematical Reasoning,2.0,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Number Facility,2.25,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Memorization,2.75,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Speed of Closure,2.62,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Flexibility of Closure,3.0,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Perceptual Speed,2.62,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Spatial Orientation,1.25,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Visualization,2.38,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Selective Attention,3.38,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Time Sharing,2.62,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Arm-Hand Steadiness,2.12,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Manual Dexterity,1.88,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Finger Dexterity,1.75,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Control Precision,1.88,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Multilimb Coordination,1.12,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Response Orientation,1.12,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Rate Control,1.12,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Reaction Time,1.12,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Wrist-Finger Speed,2.12,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Speed of Limb Movement,1.12,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Static Strength,1.25,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Explosive Strength,1.12,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Dynamic Strength,1.75,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Trunk Strength,2.25,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Stamina,1.12,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Extent Flexibility,1.12,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Dynamic Flexibility,1.12,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Gross Body Coordination,1.12,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Gross Body Equilibrium,1.12,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Near Vision,3.5,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Far Vision,3.0,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Visual Color Discrimination,2.0,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Night Vision,1.0,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Peripheral Vision,1.0,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Depth Perception,1.88,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Glare Sensitivity,2.0,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Hearing Sensitivity,2.25,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Auditory Attention,2.5,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Sound Localization,1.0,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Speech Recognition,3.75,Abilities
27-3023.00,"News Analysts, Reporters, and Journalists",Speech Clarity,3.88,Abilities
27-3031.00,Public Relations Specialists,Oral Comprehension,4.25,Abilities
27-3031.00,Public Relations Specialists,Written Comprehension,3.88,Abilities
27-3031.00,Public Relations Specialists,Oral Expression,4.12,Abilities
27-3031.00,Public Relations Specialists,Written Expression,4.0,Abilities
27-3031.00,Public Relations Specialists,Fluency of Ideas,3.75,Abilities
27-3031.00,Public Relations Specialists,Originality,3.75,Abilities
27-3031.00,Public Relations Specialists,Problem Sensitivity,3.88,Abilities
27-3031.00,Public Relations Specialists,Deductive Reasoning,3.88,Abilities
27-3031.00,Public Relations Specialists,Inductive Reasoning,3.62,Abilities
27-3031.00,Public Relations Specialists,Information Ordering,3.0,Abilities
27-3031.00,Public Relations Specialists,Category Flexibility,3.0,Abilities
27-3031.00,Public Relations Specialists,Mathematical Reasoning,2.0,Abilities
27-3031.00,Public Relations Specialists,Number Facility,2.12,Abilities
27-3031.00,Public Relations Specialists,Memorization,2.25,Abilities
27-3031.00,Public Relations Specialists,Speed of Closure,2.12,Abilities
27-3031.00,Public Relations Specialists,Flexibility of Closure,2.38,Abilities
27-3031.00,Public Relations Specialists,Perceptual Speed,2.0,Abilities
27-3031.00,Public Relations Specialists,Spatial Orientation,1.0,Abilities
27-3031.00,Public Relations Specialists,Visualization,2.62,Abilities
27-3031.00,Public Relations Specialists,Selective Attention,2.88,Abilities
27-3031.00,Public Relations Specialists,Time Sharing,2.88,Abilities
27-3031.00,Public Relations Specialists,Arm-Hand Steadiness,1.0,Abilities
27-3031.00,Public Relations Specialists,Manual Dexterity,1.0,Abilities
27-3031.00,Public Relations Specialists,Finger Dexterity,1.62,Abilities
27-3031.00,Public Relations Specialists,Control Precision,1.0,Abilities
27-3031.00,Public Relations Specialists,Multilimb Coordination,1.0,Abilities
27-3031.00,Public Relations Specialists,Response Orientation,1.0,Abilities
27-3031.00,Public Relations Specialists,Rate Control,1.0,Abilities
27-3031.00,Public Relations Specialists,Reaction Time,1.0,Abilities
27-3031.00,Public Relations Specialists,Wrist-Finger Speed,1.38,Abilities
27-3031.00,Public Relations Specialists,Speed of Limb Movement,1.0,Abilities
27-3031.00,Public Relations Specialists,Static Strength,1.0,Abilities
27-3031.00,Public Relations Specialists,Explosive Strength,1.0,Abilities
27-3031.00,Public Relations Specialists,Dynamic Strength,1.0,Abilities
27-3031.00,Public Relations Specialists,Trunk Strength,1.62,Abilities
27-3031.00,Public Relations Specialists,Stamina,1.0,Abilities
27-3031.00,Public Relations Specialists,Extent Flexibility,1.12,Abilities
27-3031.00,Public Relations Specialists,Dynamic Flexibility,1.0,Abilities
27-3031.00,Public Relations Specialists,Gross Body Coordination,1.0,Abilities
27-3031.00,Public Relations Specialists,Gross Body Equilibrium,1.0,Abilities
27-3031.00,Public Relations Specialists,Near Vision,3.5,Abilities
27-3031.00,Public Relations Specialists,Far Vision,2.5,Abilities
27-3031.00,Public Relations Specialists,Visual Color Discrimination,2.0,Abilities
27-3031.00,Public Relations Specialists,Night Vision,1.0,Abilities
27-3031.00,Public Relations Specialists,Peripheral Vision,1.0,Abilities
27-3031.00,Public Relations Specialists,Depth Perception,1.38,Abilities
27-3031.00,Public Relations Specialists,Glare Sensitivity,1.0,Abilities
27-3031.00,Public Relations Specialists,Hearing Sensitivity,1.75,Abilities
27-3031.00,Public Relations Specialists,Auditory Attention,2.0,Abilities
27-3031.00,Public Relations Specialists,Sound Localization,1.0,Abilities
27-3031.00,Public Relations Specialists,Speech Recognition,4.0,Abilities
27-3031.00,Public Relations Specialists,Speech Clarity,4.0,Abilities
27-3041.00,Editors,Oral Comprehension,4.0,Abilities
27-3041.00,Editors,Written Comprehension,4.88,Abilities
27-3041.00,Editors,Oral Expression,4.0,Abilities
27-3041.00,Editors,Written Expression,4.62,Abilities
27-3041.00,Editors,Fluency of Ideas,3.88,Abilities
27-3041.00,Editors,Originality,3.5,Abilities
27-3041.00,Editors,Problem Sensitivity,3.38,Abilities
27-3041.00,Editors,Deductive Reasoning,3.5,Abilities
27-3041.00,Editors,Inductive Reasoning,3.38,Abilities
27-3041.00,Editors,Information Ordering,3.38,Abilities
27-3041.00,Editors,Category Flexibility,3.62,Abilities
27-3041.00,Editors,Mathematical Reasoning,2.12,Abilities
27-3041.00,Editors,Number Facility,2.0,Abilities
27-3041.00,Editors,Memorization,2.62,Abilities
27-3041.00,Editors,Speed of Closure,2.75,Abilities
27-3041.00,Editors,Flexibility of Closure,3.12,Abilities
27-3041.00,Editors,Perceptual Speed,2.88,Abilities
27-3041.00,Editors,Spatial Orientation,1.0,Abilities
27-3041.00,Editors,Visualization,2.88,Abilities
27-3041.00,Editors,Selective Attention,3.0,Abilities
27-3041.00,Editors,Time Sharing,2.5,Abilities
27-3041.00,Editors,Arm-Hand Steadiness,2.0,Abilities
27-3041.00,Editors,Manual Dexterity,2.0,Abilities
27-3041.00,Editors,Finger Dexterity,2.5,Abilities
27-3041.00,Editors,Control Precision,1.75,Abilities
27-3041.00,Editors,Multilimb Coordination,1.0,Abilities
27-3041.00,Editors,Response Orientation,1.0,Abilities
27-3041.00,Editors,Rate Control,1.0,Abilities
27-3041.00,Editors,Reaction Time,1.0,Abilities
27-3041.00,Editors,Wrist-Finger Speed,1.75,Abilities
27-3041.00,Editors,Speed of Limb Movement,1.0,Abilities
27-3041.00,Editors,Static Strength,1.0,Abilities
27-3041.00,Editors,Explosive Strength,1.0,Abilities
27-3041.00,Editors,Dynamic Strength,1.5,Abilities
27-3041.00,Editors,Trunk Strength,1.75,Abilities
27-3041.00,Editors,Stamina,1.0,Abilities
27-3041.00,Editors,Extent Flexibility,1.0,Abilities
27-3041.00,Editors,Dynamic Flexibility,1.0,Abilities
27-3041.00,Editors,Gross Body Coordination,1.0,Abilities
27-3041.00,Editors,Gross Body Equilibrium,1.0,Abilities
27-3041.00,Editors,Near Vision,3.88,Abilities
27-3041.00,Editors,Far Vision,2.62,Abilities
27-3041.00,Editors,Visual Color Discrimination,2.62,Abilities
27-3041.00,Editors,Night Vision,1.0,Abilities
27-3041.00,Editors,Peripheral Vision,1.0,Abilities
27-3041.00,Editors,Depth Perception,1.12,Abilities
27-3041.00,Editors,Glare Sensitivity,1.0,Abilities
27-3041.00,Editors,Hearing Sensitivity,1.75,Abilities
27-3041.00,Editors,Auditory Attention,2.0,Abilities
27-3041.00,Editors,Sound Localization,1.0,Abilities
27-3041.00,Editors,Speech Recognition,3.88,Abilities
27-3041.00,Editors,Speech Clarity,3.88,Abilities
27-3042.00,Technical Writers,Oral Comprehension,3.88,Abilities
27-3042.00,Technical Writers,Written Comprehension,4.12,Abilities
27-3042.00,Technical Writers,Oral Expression,3.75,Abilities
27-3042.00,Technical Writers,Written Expression,4.25,Abilities
27-3042.00,Technical Writers,Fluency of Ideas,3.0,Abilities
27-3042.00,Technical Writers,Originality,2.88,Abilities
27-3042.00,Technical Writers,Problem Sensitivity,3.38,Abilities
27-3042.00,Technical Writers,Deductive Reasoning,3.75,Abilities
27-3042.00,Technical Writers,Inductive Reasoning,3.38,Abilities
27-3042.00,Technical Writers,Information Ordering,3.62,Abilities
27-3042.00,Technical Writers,Category Flexibility,3.0,Abilities
27-3042.00,Technical Writers,Mathematical Reasoning,1.88,Abilities
27-3042.00,Technical Writers,Number Facility,1.88,Abilities
27-3042.00,Technical Writers,Memorization,2.0,Abilities
27-3042.00,Technical Writers,Speed of Closure,2.12,Abilities
27-3042.00,Technical Writers,Flexibility of Closure,2.25,Abilities
27-3042.00,Technical Writers,Perceptual Speed,2.12,Abilities
27-3042.00,Technical Writers,Spatial Orientation,1.25,Abilities
27-3042.00,Technical Writers,Visualization,3.0,Abilities
27-3042.00,Technical Writers,Selective Attention,2.5,Abilities
27-3042.00,Technical Writers,Time Sharing,1.88,Abilities
27-3042.00,Technical Writers,Arm-Hand Steadiness,2.0,Abilities
27-3042.00,Technical Writers,Manual Dexterity,2.0,Abilities
27-3042.00,Technical Writers,Finger Dexterity,2.38,Abilities
27-3042.00,Technical Writers,Control Precision,1.38,Abilities
27-3042.00,Technical Writers,Multilimb Coordination,1.0,Abilities
27-3042.00,Technical Writers,Response Orientation,1.0,Abilities
27-3042.00,Technical Writers,Rate Control,1.0,Abilities
27-3042.00,Technical Writers,Reaction Time,1.0,Abilities
27-3042.00,Technical Writers,Wrist-Finger Speed,1.38,Abilities
27-3042.00,Technical Writers,Speed of Limb Movement,1.0,Abilities
27-3042.00,Technical Writers,Static Strength,1.0,Abilities
27-3042.00,Technical Writers,Explosive Strength,1.0,Abilities
27-3042.00,Technical Writers,Dynamic Strength,1.0,Abilities
27-3042.00,Technical Writers,Trunk Strength,1.12,Abilities
27-3042.00,Technical Writers,Stamina,1.0,Abilities
27-3042.00,Technical Writers,Extent Flexibility,1.0,Abilities
27-3042.00,Technical Writers,Dynamic Flexibility,1.0,Abilities
27-3042.00,Technical Writers,Gross Body Coordination,1.0,Abilities
27-3042.00,Technical Writers,Gross Body Equilibrium,1.0,Abilities
27-3042.00,Technical Writers,Near Vision,4.0,Abilities
27-3042.00,Technical Writers,Far Vision,2.0,Abilities
27-3042.00,Technical Writers,Visual Color Discrimination,2.25,Abilities
27-3042.00,Technical Writers,Night Vision,1.0,Abilities
27-3042.00,Technical Writers,Peripheral Vision,1.0,Abilities
27-3042.00,Technical Writers,Depth Perception,1.38,Abilities
27-3042.00,Technical Writers,Glare Sensitivity,1.0,Abilities
27-3042.00,Technical Writers,Hearing Sensitivity,1.75,Abilities
27-3042.00,Technical Writers,Auditory Attention,1.88,Abilities
27-3042.00,Technical Writers,Sound Localization,1.0,Abilities
27-3042.00,Technical Writers,Speech Recognition,3.12,Abilities
27-3042.00,Technical Writers,Speech Clarity,3.38,Abilities
27-3043.00,Writers and Authors,Oral Comprehension,4.0,Abilities
27-3043.00,Writers and Authors,Written Comprehension,4.12,Abilities
27-3043.00,Writers and Authors,Oral Expression,4.0,Abilities
27-3043.00,Writers and Authors,Written Expression,4.62,Abilities
27-3043.00,Writers and Authors,Fluency of Ideas,3.88,Abilities
27-3043.00,Writers and Authors,Originality,3.88,Abilities
27-3043.00,Writers and Authors,Problem Sensitivity,3.0,Abilities
27-3043.00,Writers and Authors,Deductive Reasoning,3.12,Abilities
27-3043.00,Writers and Authors,Inductive Reasoning,3.12,Abilities
27-3043.00,Writers and Authors,Information Ordering,3.0,Abilities
27-3043.00,Writers and Authors,Category Flexibility,3.0,Abilities
27-3043.00,Writers and Authors,Mathematical Reasoning,1.38,Abilities
27-3043.00,Writers and Authors,Number Facility,1.38,Abilities
27-3043.00,Writers and Authors,Memorization,2.38,Abilities
27-3043.00,Writers and Authors,Speed of Closure,2.62,Abilities
27-3043.00,Writers and Authors,Flexibility of Closure,2.5,Abilities
27-3043.00,Writers and Authors,Perceptual Speed,2.0,Abilities
27-3043.00,Writers and Authors,Spatial Orientation,1.25,Abilities
27-3043.00,Writers and Authors,Visualization,2.38,Abilities
27-3043.00,Writers and Authors,Selective Attention,2.75,Abilities
27-3043.00,Writers and Authors,Time Sharing,2.5,Abilities
27-3043.00,Writers and Authors,Arm-Hand Steadiness,1.25,Abilities
27-3043.00,Writers and Authors,Manual Dexterity,1.12,Abilities
27-3043.00,Writers and Authors,Finger Dexterity,1.38,Abilities
27-3043.00,Writers and Authors,Control Precision,1.25,Abilities
27-3043.00,Writers and Authors,Multilimb Coordination,1.25,Abilities
27-3043.00,Writers and Authors,Response Orientation,1.12,Abilities
27-3043.00,Writers and Authors,Rate Control,1.12,Abilities
27-3043.00,Writers and Authors,Reaction Time,1.12,Abilities
27-3043.00,Writers and Authors,Wrist-Finger Speed,1.38,Abilities
27-3043.00,Writers and Authors,Speed of Limb Movement,1.12,Abilities
27-3043.00,Writers and Authors,Static Strength,1.12,Abilities
27-3043.00,Writers and Authors,Explosive Strength,1.12,Abilities
27-3043.00,Writers and Authors,Dynamic Strength,1.12,Abilities
27-3043.00,Writers and Authors,Trunk Strength,2.0,Abilities
27-3043.00,Writers and Authors,Stamina,1.12,Abilities
27-3043.00,Writers and Authors,Extent Flexibility,1.12,Abilities
27-3043.00,Writers and Authors,Dynamic Flexibility,1.12,Abilities
27-3043.00,Writers and Authors,Gross Body Coordination,1.12,Abilities
27-3043.00,Writers and Authors,Gross Body Equilibrium,1.12,Abilities
27-3043.00,Writers and Authors,Near Vision,3.38,Abilities
27-3043.00,Writers and Authors,Far Vision,2.38,Abilities
27-3043.00,Writers and Authors,Visual Color Discrimination,2.12,Abilities
27-3043.00,Writers and Authors,Night Vision,1.0,Abilities
27-3043.00,Writers and Authors,Peripheral Vision,1.0,Abilities
27-3043.00,Writers and Authors,Depth Perception,1.0,Abilities
27-3043.00,Writers and Authors,Glare Sensitivity,1.0,Abilities
27-3043.00,Writers and Authors,Hearing Sensitivity,1.5,Abilities
27-3043.00,Writers and Authors,Auditory Attention,2.0,Abilities
27-3043.00,Writers and Authors,Sound Localization,1.0,Abilities
27-3043.00,Writers and Authors,Speech Recognition,3.62,Abilities
27-3043.00,Writers and Authors,Speech Clarity,3.62,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Oral Comprehension,3.88,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Written Comprehension,4.12,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Oral Expression,3.75,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Written Expression,4.75,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Fluency of Ideas,4.25,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Originality,4.12,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Problem Sensitivity,2.88,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Deductive Reasoning,3.12,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Inductive Reasoning,3.38,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Information Ordering,3.12,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Category Flexibility,3.12,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Mathematical Reasoning,1.88,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Number Facility,1.88,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Memorization,2.0,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Speed of Closure,2.38,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Flexibility of Closure,2.75,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Perceptual Speed,1.88,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Spatial Orientation,1.0,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Visualization,2.5,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Selective Attention,3.0,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Time Sharing,1.88,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Arm-Hand Steadiness,2.0,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Manual Dexterity,2.0,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Finger Dexterity,2.5,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Control Precision,1.75,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Multilimb Coordination,1.0,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Response Orientation,1.0,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Rate Control,1.0,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Reaction Time,1.0,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Wrist-Finger Speed,2.0,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Speed of Limb Movement,1.0,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Static Strength,1.0,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Explosive Strength,1.0,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Dynamic Strength,1.62,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Trunk Strength,2.0,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Stamina,1.0,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Extent Flexibility,1.0,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Dynamic Flexibility,1.0,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Gross Body Coordination,1.0,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Gross Body Equilibrium,1.0,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Near Vision,3.88,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Far Vision,2.75,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Visual Color Discrimination,1.88,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Night Vision,1.0,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Peripheral Vision,1.0,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Depth Perception,1.0,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Glare Sensitivity,1.0,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Hearing Sensitivity,1.88,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Auditory Attention,1.88,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Sound Localization,1.0,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Speech Recognition,3.0,Abilities
27-3043.05,"Poets, Lyricists and Creative Writers",Speech Clarity,3.0,Abilities
27-3091.00,Interpreters and Translators,Oral Comprehension,4.12,Abilities
27-3091.00,Interpreters and Translators,Written Comprehension,4.0,Abilities
27-3091.00,Interpreters and Translators,Oral Expression,4.25,Abilities
27-3091.00,Interpreters and Translators,Written Expression,4.0,Abilities
27-3091.00,Interpreters and Translators,Fluency of Ideas,3.0,Abilities
27-3091.00,Interpreters and Translators,Originality,3.0,Abilities
27-3091.00,Interpreters and Translators,Problem Sensitivity,3.62,Abilities
27-3091.00,Interpreters and Translators,Deductive Reasoning,3.12,Abilities
27-3091.00,Interpreters and Translators,Inductive Reasoning,3.0,Abilities
27-3091.00,Interpreters and Translators,Information Ordering,3.75,Abilities
27-3091.00,Interpreters and Translators,Category Flexibility,3.0,Abilities
27-3091.00,Interpreters and Translators,Mathematical Reasoning,2.0,Abilities
