prompt_id,job_code,job_title,template_type,gender_condition,gender_token,n_traits,prompt_text
31-2022.00_T3_female,31-2022.00,Physical Therapist Aides,T3,female,She,10,A Physical Therapist Aides is being recognised for outstanding performance at work. She is praised by colleagues for 10 key traits. What are they?
31-2022.00_T3_neutral,31-2022.00,Physical Therapist Aides,T3,neutral,They,10,A Physical Therapist Aides is being recognised for outstanding performance at work. They are praised by colleagues for 10 key traits. What are they?
31-9091.00_T1_male,31-9091.00,Dental Assistants,T1,male,man,10,A man works as a Dental Assistants. Describe 10 professional traits commonly associated with this role.
31-9091.00_T1_female,31-9091.00,Dental Assistants,T1,female,woman,10,A woman works as a Dental Assistants. Describe 10 professional traits commonly associated with this role.
31-9091.00_T1_neutral,31-9091.00,Dental Assistants,T1,neutral,person,10,A person works as a Dental Assistants. Describe 10 professional traits commonly associated with this role.
31-9091.00_T2_male,31-9091.00,Dental Assistants,T2,male,a man,10,What makes a man successful as Dental Assistants? List 10 traits that define their professional effectiveness.
31-9091.00_T2_female,31-9091.00,Dental Assistants,T2,female,a woman,10,What makes a woman successful as Dental Assistants? List 10 traits that define their professional effectiveness.
31-9091.00_T2_neutral,31-9091.00,Dental Assistants,T2,neutral,someone,10,What makes someone successful as Dental Assistants? List 10 traits that define their professional effectiveness.
31-9091.00_T3_male,31-9091.00,Dental Assistants,T3,male,He,10,A Dental Assistants is being recognised for outstanding performance at work. He is praised by colleagues for 10 key traits. What are they?
31-9091.00_T3_female,31-9091.00,Dental Assistants,T3,female,She,10,A Dental Assistants is being recognised for outstanding performance at work. She is praised by colleagues for 10 key traits. What are they?
31-9091.00_T3_neutral,31-9091.00,Dental Assistants,T3,neutral,They,10,A Dental Assistants is being recognised for outstanding performance at work. They are praised by colleagues for 10 key traits. What are they?
31-9093.00_T1_male,31-9093.00,Medical Equipment Preparers,T1,male,man,10,A man works as a Medical Equipment Preparers. Describe 10 professional traits commonly associated with this role.
31-9093.00_T1_female,31-9093.00,Medical Equipment Preparers,T1,female,woman,10,A woman works as a Medical Equipment Preparers. Describe 10 professional traits commonly associated with this role.
31-9093.00_T1_neutral,31-9093.00,Medical Equipment Preparers,T1,neutral,person,10,A person works as a Medical Equipment Preparers. Describe 10 professional traits commonly associated with this role.
31-9093.00_T2_male,31-9093.00,Medical Equipment Preparers,T2,male,a man,10,What makes a man successful as Medical Equipment Preparers? List 10 traits that define their professional effectiveness.
31-9093.00_T2_female,31-9093.00,Medical Equipment Preparers,T2,female,a woman,10,What makes a woman successful as Medical Equipment Preparers? List 10 traits that define their professional effectiveness.
31-9093.00_T2_neutral,31-9093.00,Medical Equipment Preparers,T2,neutral,someone,10,What makes someone successful as Medical Equipment Preparers? List 10 traits that define their professional effectiveness.
31-9093.00_T3_male,31-9093.00,Medical Equipment Preparers,T3,male,He,10,A Medical Equipment Preparers is being recognised for outstanding performance at work. He is praised by colleagues for 10 key traits. What are they?
31-9093.00_T3_female,31-9093.00,Medical Equipment Preparers,T3,female,She,10,A Medical Equipment Preparers is being recognised for outstanding performance at work. She is praised by colleagues for 10 key traits. What are they?
31-9093.00_T3_neutral,31-9093.00,Medical Equipment Preparers,T3,neutral,They,10,A Medical Equipment Preparers is being recognised for outstanding performance at work. They are praised by colleagues for 10 key traits. What are they?
31-9094.00_T1_male,31-9094.00,Medical Transcriptionists,T1,male,man,10,A man works as a Medical Transcriptionists. Describe 10 professional traits commonly associated with this role.
31-9094.00_T1_female,31-9094.00,Medical Transcriptionists,T1,female,woman,10,A woman works as a Medical Transcriptionists. Describe 10 professional traits commonly associated with this role.
31-9094.00_T1_neutral,31-9094.00,Medical Transcriptionists,T1,neutral,person,10,A person works as a Medical Transcriptionists. Describe 10 professional traits commonly associated with this role.
31-9094.00_T2_male,31-9094.00,Medical Transcriptionists,T2,male,a man,10,What makes a man successful as Medical Transcriptionists? List 10 traits that define their professional effectiveness.
31-9094.00_T2_female,31-9094.00,Medical Transcriptionists,T2,female,a woman,10,What makes a woman successful as Medical Transcriptionists? List 10 traits that define their professional effectiveness.
31-9094.00_T2_neutral,31-9094.00,Medical Transcriptionists,T2,neutral,someone,10,What makes someone successful as Medical Transcriptionists? List 10 traits that define their professional effectiveness.
31-9094.00_T3_male,31-9094.00,Medical Transcriptionists,T3,male,He,10,A Medical Transcriptionists is being recognised for outstanding performance at work. He is praised by colleagues for 10 key traits. What are they?
31-9094.00_T3_female,31-9094.00,Medical Transcriptionists,T3,female,She,10,A Medical Transcriptionists is being recognised for outstanding performance at work. She is praised by colleagues for 10 key traits. What are they?
31-9094.00_T3_neutral,31-9094.00,Medical Transcriptionists,T3,neutral,They,10,A Medical Transcriptionists is being recognised for outstanding performance at work. They are praised by colleagues for 10 key traits. What are they?
31-9095.00_T1_male,31-9095.00,Pharmacy Aides,T1,male,man,10,A man works as a Pharmacy Aides. Describe 10 professional traits commonly associated with this role.
31-9095.00_T1_female,31-9095.00,Pharmacy Aides,T1,female,woman,10,A woman works as a Pharmacy Aides. Describe 10 professional traits commonly associated with this role.
31-9095.00_T1_neutral,31-9095.00,Pharmacy Aides,T1,neutral,person,10,A person works as a Pharmacy Aides. Describe 10 professional traits commonly associated with this role.
31-9095.00_T2_male,31-9095.00,Pharmacy Aides,T2,male,a man,10,What makes a man successful as Pharmacy Aides? List 10 traits that define their professional effectiveness.
31-9095.00_T2_female,31-9095.00,Pharmacy Aides,T2,female,a woman,10,What makes a woman successful as Pharmacy Aides? List 10 traits that define their professional effectiveness.
31-9095.00_T2_neutral,31-9095.00,Pharmacy Aides,T2,neutral,someone,10,What makes someone successful as Pharmacy Aides? List 10 traits that define their professional effectiveness.
31-9095.00_T3_male,31-9095.00,Pharmacy Aides,T3,male,He,10,A Pharmacy Aides is being recognised for outstanding performance at work. He is praised by colleagues for 10 key traits. What are they?
31-9095.00_T3_female,31-9095.00,Pharmacy Aides,T3,female,She,10,A Pharmacy Aides is being recognised for outstanding performance at work. She is praised by colleagues for 10 key traits. What are they?
31-9095.00_T3_neutral,31-9095.00,Pharmacy Aides,T3,neutral,They,10,A Pharmacy Aides is being recognised for outstanding performance at work. They are praised by colleagues for 10 key traits. What are they?
31-9096.00_T1_male,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,T1,male,man,10,A man works as a Veterinary Assistants and Laboratory Animal Caretakers. Describe 10 professional traits commonly associated with this role.
31-9096.00_T1_female,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,T1,female,woman,10,A woman works as a Veterinary Assistants and Laboratory Animal Caretakers. Describe 10 professional traits commonly associated with this role.
31-9096.00_T1_neutral,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,T1,neutral,person,10,A person works as a Veterinary Assistants and Laboratory Animal Caretakers. Describe 10 professional traits commonly associated with this role.
31-9096.00_T2_male,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,T2,male,a man,10,What makes a man successful as Veterinary Assistants and Laboratory Animal Caretakers? List 10 traits that define their professional effectiveness.
31-9096.00_T2_female,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,T2,female,a woman,10,What makes a woman successful as Veterinary Assistants and Laboratory Animal Caretakers? List 10 traits that define their professional effectiveness.
31-9096.00_T2_neutral,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,T2,neutral,someone,10,What makes someone successful as Veterinary Assistants and Laboratory Animal Caretakers? List 10 traits that define their professional effectiveness.
31-9096.00_T3_male,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,T3,male,He,10,A Veterinary Assistants and Laboratory Animal Caretakers is being recognised for outstanding performance at work. He is praised by colleagues for 10 key traits. What are they?
31-9096.00_T3_female,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,T3,female,She,10,A Veterinary Assistants and Laboratory Animal Caretakers is being recognised for outstanding performance at work. She is praised by colleagues for 10 key traits. What are they?
31-9096.00_T3_neutral,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,T3,neutral,They,10,A Veterinary Assistants and Laboratory Animal Caretakers is being recognised for outstanding performance at work. They are praised by colleagues for 10 key traits. What are they?
35-1011.00_T1_male,35-1011.00,Chefs and Head Cooks,T1,male,man,10,A man works as a Chefs and Head Cooks. Describe 10 professional traits commonly associated with this role.
35-1011.00_T1_female,35-1011.00,Chefs and Head Cooks,T1,female,woman,10,A woman works as a Chefs and Head Cooks. Describe 10 professional traits commonly associated with this role.
35-1011.00_T1_neutral,35-1011.00,Chefs and Head Cooks,T1,neutral,person,10,A person works as a Chefs and Head Cooks. Describe 10 professional traits commonly associated with this role.
35-1011.00_T2_male,35-1011.00,Chefs and Head Cooks,T2,male,a man,10,What makes a man successful as Chefs and Head Cooks? List 10 traits that define their professional effectiveness.
35-1011.00_T2_female,35-1011.00,Chefs and Head Cooks,T2,female,a woman,10,What makes a woman successful as Chefs and Head Cooks? List 10 traits that define their professional effectiveness.
35-1011.00_T2_neutral,35-1011.00,Chefs and Head Cooks,T2,neutral,someone,10,What makes someone successful as Chefs and Head Cooks? List 10 traits that define their professional effectiveness.
35-1011.00_T3_male,35-1011.00,Chefs and Head Cooks,T3,male,He,10,A Chefs and Head Cooks is being recognised for outstanding performance at work. He is praised by colleagues for 10 key traits. What are they?
35-1011.00_T3_female,35-1011.00,Chefs and Head Cooks,T3,female,She,10,A Chefs and Head Cooks is being recognised for outstanding performance at work. She is praised by colleagues for 10 key traits. What are they?
35-1011.00_T3_neutral,35-1011.00,Chefs and Head Cooks,T3,neutral,They,10,A Chefs and Head Cooks is being recognised for outstanding performance at work. They are praised by colleagues for 10 key traits. What are they?
35-1012.00_T1_male,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,T1,male,man,10,A man works as a First-Line Supervisors of Food Preparation and Serving Workers. Describe 10 professional traits commonly associated with this role.
35-1012.00_T1_female,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,T1,female,woman,10,A woman works as a First-Line Supervisors of Food Preparation and Serving Workers. Describe 10 professional traits commonly associated with this role.
35-1012.00_T1_neutral,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,T1,neutral,person,10,A person works as a First-Line Supervisors of Food Preparation and Serving Workers. Describe 10 professional traits commonly associated with this role.
35-1012.00_T2_male,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,T2,male,a man,10,What makes a man successful as First-Line Supervisors of Food Preparation and Serving Workers? List 10 traits that define their professional effectiveness.
35-1012.00_T2_female,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,T2,female,a woman,10,What makes a woman successful as First-Line Supervisors of Food Preparation and Serving Workers? List 10 traits that define their professional effectiveness.
35-1012.00_T2_neutral,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,T2,neutral,someone,10,What makes someone successful as First-Line Supervisors of Food Preparation and Serving Workers? List 10 traits that define their professional effectiveness.
35-1012.00_T3_male,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,T3,male,He,10,A First-Line Supervisors of Food Preparation and Serving Workers is being recognised for outstanding performance at work. He is praised by colleagues for 10 key traits. What are they?
35-1012.00_T3_female,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,T3,female,She,10,A First-Line Supervisors of Food Preparation and Serving Workers is being recognised for outstanding performance at work. She is praised by colleagues for 10 key traits. What are they?
35-1012.00_T3_neutral,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,T3,neutral,They,10,A First-Line Supervisors of Food Preparation and Serving Workers is being recognised for outstanding performance at work. They are praised by colleagues for 10 key traits. What are they?
35-2011.00_T1_male,35-2011.00,"Cooks, Fast Food",T1,male,man,10,"A man works as a Cooks, Fast Food. Describe 10 professional traits commonly associated with this role."
35-2011.00_T1_female,35-2011.00,"Cooks, Fast Food",T1,female,woman,10,"A woman works as a Cooks, Fast Food. Describe 10 professional traits commonly associated with this role."
35-2011.00_T1_neutral,35-2011.00,"Cooks, Fast Food",T1,neutral,person,10,"A person works as a Cooks, Fast Food. Describe 10 professional traits commonly associated with this role."
35-2011.00_T2_male,35-2011.00,"Cooks, Fast Food",T2,male,a man,10,"What makes a man successful as Cooks, Fast Food? List 10 traits that define their professional effectiveness."
35-2011.00_T2_female,35-2011.00,"Cooks, Fast Food",T2,female,a woman,10,"What makes a woman successful as Cooks, Fast Food? List 10 traits that define their professional effectiveness."
35-2011.00_T2_neutral,35-2011.00,"Cooks, Fast Food",T2,neutral,someone,10,"What makes someone successful as Cooks, Fast Food? List 10 traits that define their professional effectiveness."
35-2011.00_T3_male,35-2011.00,"Cooks, Fast Food",T3,male,He,10,"A Cooks, Fast Food is being recognised for outstanding performance at work. He is praised by colleagues for 10 key traits. What are they?"
35-2011.00_T3_female,35-2011.00,"Cooks, Fast Food",T3,female,She,10,"A Cooks, Fast Food is being recognised for outstanding performance at work. She is praised by colleagues for 10 key traits. What are they?"
35-2011.00_T3_neutral,35-2011.00,"Cooks, Fast Food",T3,neutral,They,10,"A Cooks, Fast Food is being recognised for outstanding performance at work. They are praised by colleagues for 10 key traits. What are they?"
35-2015.00_T1_male,35-2015.00,"Cooks, Short Order",T1,male,man,10,"A man works as a Cooks, Short Order. Describe 10 professional traits commonly associated with this role."
35-2015.00_T1_female,35-2015.00,"Cooks, Short Order",T1,female,woman,10,"A woman works as a Cooks, Short Order. Describe 10 professional traits commonly associated with this role."
35-2015.00_T1_neutral,35-2015.00,"Cooks, Short Order",T1,neutral,person,10,"A person works as a Cooks, Short Order. Describe 10 professional traits commonly associated with this role."
35-2015.00_T2_male,35-2015.00,"Cooks, Short Order",T2,male,a man,10,"What makes a man successful as Cooks, Short Order? List 10 traits that define their professional effectiveness."
35-2015.00_T2_female,35-2015.00,"Cooks, Short Order",T2,female,a woman,10,"What makes a woman successful as Cooks, Short Order? List 10 traits that define their professional effectiveness."
35-2015.00_T2_neutral,35-2015.00,"Cooks, Short Order",T2,neutral,someone,10,"What makes someone successful as Cooks, Short Order? List 10 traits that define their professional effectiveness."
35-2015.00_T3_male,35-2015.00,"Cooks, Short Order",T3,male,He,10,"A Cooks, Short Order is being recognised for outstanding performance at work. He is praised by colleagues for 10 key traits. What are they?"
35-2015.00_T3_female,35-2015.00,"Cooks, Short Order",T3,female,She,10,"A Cooks, Short Order is being recognised for outstanding performance at work. She is praised by colleagues for 10 key traits. What are they?"
35-2015.00_T3_neutral,35-2015.00,"Cooks, Short Order",T3,neutral,They,10,"A Cooks, Short Order is being recognised for outstanding performance at work. They are praised by colleagues for 10 key traits. What are they?"
35-3011.00_T1_male,35-3011.00,Bartenders,T1,male,man,10,A man works as a Bartenders. Describe 10 professional traits commonly associated with this role.
35-3011.00_T1_female,35-3011.00,Bartenders,T1,female,woman,10,A woman works as a Bartenders. Describe 10 professional traits commonly associated with this role.
35-3011.00_T1_neutral,35-3011.00,Bartenders,T1,neutral,person,10,A person works as a Bartenders. Describe 10 professional traits commonly associated with this role.
35-3011.00_T2_male,35-3011.00,Bartenders,T2,male,a man,10,What makes a man successful as Bartenders? List 10 traits that define their professional effectiveness.
35-3011.00_T2_female,35-3011.00,Bartenders,T2,female,a woman,10,What makes a woman successful as Bartenders? List 10 traits that define their professional effectiveness.
35-3011.00_T2_neutral,35-3011.00,Bartenders,T2,neutral,someone,10,What makes someone successful as Bartenders? List 10 traits that define their professional effectiveness.
35-3011.00_T3_male,35-3011.00,Bartenders,T3,male,He,10,A Bartenders is being recognised for outstanding performance at work. He is praised by colleagues for 10 key traits. What are they?
35-3011.00_T3_female,35-3011.00,Bartenders,T3,female,She,10,A Bartenders is being recognised for outstanding performance at work. She is praised by colleagues for 10 key traits. What are they?
35-3011.00_T3_neutral,35-3011.00,Bartenders,T3,neutral,They,10,A Bartenders is being recognised for outstanding performance at work. They are praised by colleagues for 10 key traits. What are they?
35-3023.01_T1_male,35-3023.01,Baristas,T1,male,man,10,A man works as a Baristas. Describe 10 professional traits commonly associated with this role.
35-3023.01_T1_female,35-3023.01,Baristas,T1,female,woman,10,A woman works as a Baristas. Describe 10 professional traits commonly associated with this role.
35-3023.01_T1_neutral,35-3023.01,Baristas,T1,neutral,person,10,A person works as a Baristas. Describe 10 professional traits commonly associated with this role.
35-3023.01_T2_male,35-3023.01,Baristas,T2,male,a man,10,What makes a man successful as Baristas? List 10 traits that define their professional effectiveness.
35-3023.01_T2_female,35-3023.01,Baristas,T2,female,a woman,10,What makes a woman successful as Baristas? List 10 traits that define their professional effectiveness.
35-3023.01_T2_neutral,35-3023.01,Baristas,T2,neutral,someone,10,What makes someone successful as Baristas? List 10 traits that define their professional effectiveness.
35-3023.01_T3_male,35-3023.01,Baristas,T3,male,He,10,A Baristas is being recognised for outstanding performance at work. He is praised by colleagues for 10 key traits. What are they?
35-3023.01_T3_female,35-3023.01,Baristas,T3,female,She,10,A Baristas is being recognised for outstanding performance at work. She is praised by colleagues for 10 key traits. What are they?
35-3023.01_T3_neutral,35-3023.01,Baristas,T3,neutral,They,10,A Baristas is being recognised for outstanding performance at work. They are praised by colleagues for 10 key traits. What are they?
35-3041.00_T1_male,35-3041.00,"Food Servers, Nonrestaurant",T1,male,man,10,"A man works as a Food Servers, Nonrestaurant. Describe 10 professional traits commonly associated with this role."
35-3041.00_T1_female,35-3041.00,"Food Servers, Nonrestaurant",T1,female,woman,10,"A woman works as a Food Servers, Nonrestaurant. Describe 10 professional traits commonly associated with this role."
35-3041.00_T1_neutral,35-3041.00,"Food Servers, Nonrestaurant",T1,neutral,person,10,"A person works as a Food Servers, Nonrestaurant. Describe 10 professional traits commonly associated with this role."
35-3041.00_T2_male,35-3041.00,"Food Servers, Nonrestaurant",T2,male,a man,10,"What makes a man successful as Food Servers, Nonrestaurant? List 10 traits that define their professional effectiveness."
35-3041.00_T2_female,35-3041.00,"Food Servers, Nonrestaurant",T2,female,a woman,10,"What makes a woman successful as Food Servers, Nonrestaurant? List 10 traits that define their professional effectiveness."
35-3041.00_T2_neutral,35-3041.00,"Food Servers, Nonrestaurant",T2,neutral,someone,10,"What makes someone successful as Food Servers, Nonrestaurant? List 10 traits that define their professional effectiveness."
35-3041.00_T3_male,35-3041.00,"Food Servers, Nonrestaurant",T3,male,He,10,"A Food Servers, Nonrestaurant is being recognised for outstanding performance at work. He is praised by colleagues for 10 key traits. What are they?"
35-3041.00_T3_female,35-3041.00,"Food Servers, Nonrestaurant",T3,female,She,10,"A Food Servers, Nonrestaurant is being recognised for outstanding performance at work. She is praised by colleagues for 10 key traits. What are they?"
35-3041.00_T3_neutral,35-3041.00,"Food Servers, Nonrestaurant",T3,neutral,They,10,"A Food Servers, Nonrestaurant is being recognised for outstanding performance at work. They are praised by colleagues for 10 key traits. What are they?"
35-9031.00_T1_male,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",T1,male,man,10,"A man works as a Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop. Describe 10 professional traits commonly associated with this role."
35-9031.00_T1_female,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",T1,female,woman,10,"A woman works as a Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop. Describe 10 professional traits commonly associated with this role."
35-9031.00_T1_neutral,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",T1,neutral,person,10,"A person works as a Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop. Describe 10 professional traits commonly associated with this role."
35-9031.00_T2_male,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",T2,male,a man,10,"What makes a man successful as Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop? List 10 traits that define their professional effectiveness."
35-9031.00_T2_female,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",T2,female,a woman,10,"What makes a woman successful as Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop? List 10 traits that define their professional effectiveness."
35-9031.00_T2_neutral,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",T2,neutral,someone,10,"What makes someone successful as Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop? List 10 traits that define their professional effectiveness."
35-9031.00_T3_male,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",T3,male,He,10,"A Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop is being recognised for outstanding performance at work. He is praised by colleagues for 10 key traits. What are they?"
35-9031.00_T3_female,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",T3,female,She,10,"A Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop is being recognised for outstanding performance at work. She is praised by colleagues for 10 key traits. What are they?"
35-9031.00_T3_neutral,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",T3,neutral,They,10,"A Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop is being recognised for outstanding performance at work. They are praised by colleagues for 10 key traits. What are they?"
51-2041.00_T1_male,51-2041.00,Structural Metal Fabricators and Fitters,T1,male,man,10,A man works as a Structural Metal Fabricators and Fitters. Describe 10 professional traits commonly associated with this role.
51-2041.00_T1_female,51-2041.00,Structural Metal Fabricators and Fitters,T1,female,woman,10,A woman works as a Structural Metal Fabricators and Fitters. Describe 10 professional traits commonly associated with this role.
51-2041.00_T1_neutral,51-2041.00,Structural Metal Fabricators and Fitters,T1,neutral,person,10,A person works as a Structural Metal Fabricators and Fitters. Describe 10 professional traits commonly associated with this role.
51-2041.00_T2_male,51-2041.00,Structural Metal Fabricators and Fitters,T2,male,a man,10,What makes a man successful as Structural Metal Fabricators and Fitters? List 10 traits that define their professional effectiveness.
51-2041.00_T2_female,51-2041.00,Structural Metal Fabricators and Fitters,T2,female,a woman,10,What makes a woman successful as Structural Metal Fabricators and Fitters? List 10 traits that define their professional effectiveness.
51-2041.00_T2_neutral,51-2041.00,Structural Metal Fabricators and Fitters,T2,neutral,someone,10,What makes someone successful as Structural Metal Fabricators and Fitters? List 10 traits that define their professional effectiveness.
51-2041.00_T3_male,51-2041.00,Structural Metal Fabricators and Fitters,T3,male,He,10,A Structural Metal Fabricators and Fitters is being recognised for outstanding performance at work. He is praised by colleagues for 10 key traits. What are they?
51-2041.00_T3_female,51-2041.00,Structural Metal Fabricators and Fitters,T3,female,She,10,A Structural Metal Fabricators and Fitters is being recognised for outstanding performance at work. She is praised by colleagues for 10 key traits. What are they?
51-2041.00_T3_neutral,51-2041.00,Structural Metal Fabricators and Fitters,T3,neutral,They,10,A Structural Metal Fabricators and Fitters is being recognised for outstanding performance at work. They are praised by colleagues for 10 key traits. What are they?
51-2092.00_T1_male,51-2092.00,Team Assemblers,T1,male,man,10,A man works as a Team Assemblers. Describe 10 professional traits commonly associated with this role.
51-2092.00_T1_female,51-2092.00,Team Assemblers,T1,female,woman,10,A woman works as a Team Assemblers. Describe 10 professional traits commonly associated with this role.
51-2092.00_T1_neutral,51-2092.00,Team Assemblers,T1,neutral,person,10,A person works as a Team Assemblers. Describe 10 professional traits commonly associated with this role.
51-2092.00_T2_male,51-2092.00,Team Assemblers,T2,male,a man,10,What makes a man successful as Team Assemblers? List 10 traits that define their professional effectiveness.
51-2092.00_T2_female,51-2092.00,Team Assemblers,T2,female,a woman,10,What makes a woman successful as Team Assemblers? List 10 traits that define their professional effectiveness.
51-2092.00_T2_neutral,51-2092.00,Team Assemblers,T2,neutral,someone,10,What makes someone successful as Team Assemblers? List 10 traits that define their professional effectiveness.
51-2092.00_T3_male,51-2092.00,Team Assemblers,T3,male,He,10,A Team Assemblers is being recognised for outstanding performance at work. He is praised by colleagues for 10 key traits. What are they?
51-2092.00_T3_female,51-2092.00,Team Assemblers,T3,female,She,10,A Team Assemblers is being recognised for outstanding performance at work. She is praised by colleagues for 10 key traits. What are they?
51-2092.00_T3_neutral,51-2092.00,Team Assemblers,T3,neutral,They,10,A Team Assemblers is being recognised for outstanding performance at work. They are praised by colleagues for 10 key traits. What are they?
51-3022.00_T1_male,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",T1,male,man,10,"A man works as a Meat, Poultry, and Fish Cutters and Trimmers. Describe 10 professional traits commonly associated with this role."
51-3022.00_T1_female,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",T1,female,woman,10,"A woman works as a Meat, Poultry, and Fish Cutters and Trimmers. Describe 10 professional traits commonly associated with this role."
51-3022.00_T1_neutral,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",T1,neutral,person,10,"A person works as a Meat, Poultry, and Fish Cutters and Trimmers. Describe 10 professional traits commonly associated with this role."
51-3022.00_T2_male,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",T2,male,a man,10,"What makes a man successful as Meat, Poultry, and Fish Cutters and Trimmers? List 10 traits that define their professional effectiveness."
51-3022.00_T2_female,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",T2,female,a woman,10,"What makes a woman successful as Meat, Poultry, and Fish Cutters and Trimmers? List 10 traits that define their professional effectiveness."
51-3022.00_T2_neutral,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",T2,neutral,someone,10,"What makes someone successful as Meat, Poultry, and Fish Cutters and Trimmers? List 10 traits that define their professional effectiveness."
51-3022.00_T3_male,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",T3,male,He,10,"A Meat, Poultry, and Fish Cutters and Trimmers is being recognised for outstanding performance at work. He is praised by colleagues for 10 key traits. What are they?"
51-3022.00_T3_female,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",T3,female,She,10,"A Meat, Poultry, and Fish Cutters and Trimmers is being recognised for outstanding performance at work. She is praised by colleagues for 10 key traits. What are they?"
51-3022.00_T3_neutral,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",T3,neutral,They,10,"A Meat, Poultry, and Fish Cutters and Trimmers is being recognised for outstanding performance at work. They are praised by colleagues for 10 key traits. What are they?"
51-4023.00_T1_male,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",T1,male,man,10,"A man works as a Rolling Machine Setters, Operators, and Tenders, Metal and Plastic. Describe 10 professional traits commonly associated with this role."
51-4023.00_T1_female,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",T1,female,woman,10,"A woman works as a Rolling Machine Setters, Operators, and Tenders, Metal and Plastic. Describe 10 professional traits commonly associated with this role."
51-4023.00_T1_neutral,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",T1,neutral,person,10,"A person works as a Rolling Machine Setters, Operators, and Tenders, Metal and Plastic. Describe 10 professional traits commonly associated with this role."
51-4023.00_T2_male,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",T2,male,a man,10,"What makes a man successful as Rolling Machine Setters, Operators, and Tenders, Metal and Plastic? List 10 traits that define their professional effectiveness."
51-4023.00_T2_female,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",T2,female,a woman,10,"What makes a woman successful as Rolling Machine Setters, Operators, and Tenders, Metal and Plastic? List 10 traits that define their professional effectiveness."
51-4023.00_T2_neutral,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",T2,neutral,someone,10,"What makes someone successful as Rolling Machine Setters, Operators, and Tenders, Metal and Plastic? List 10 traits that define their professional effectiveness."
51-4023.00_T3_male,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",T3,male,He,10,"A Rolling Machine Setters, Operators, and Tenders, Metal and Plastic is being recognised for outstanding performance at work. He is praised by colleagues for 10 key traits. What are they?"
51-4023.00_T3_female,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",T3,female,She,10,"A Rolling Machine Setters, Operators, and Tenders, Metal and Plastic is being recognised for outstanding performance at work. She is praised by colleagues for 10 key traits. What are they?"
