response_id,job_code,job_title,gender_condition,template_type,response_alignment,neutral_alignment,representation_gap,alignment_gap,overall_gap,n_critical_traits,n_missing_traits
EXP_20260416_175956_35-3041.00_T3_male,35-3041.00,"Food Servers, Nonrestaurant",male,T3,0.7101,0.7471,0.9333,0.0371,0.4852,15,14
EXP_20260416_175956_35-3041.00_T3_female,35-3041.00,"Food Servers, Nonrestaurant",female,T3,0.755,0.7471,0.8667,0.0079,0.4373,15,13
EXP_20260416_175956_35-9031.00_T1_male,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",male,T1,0.5311,0.4826,0.9333,0.0485,0.4909,15,14
EXP_20260416_175956_35-9031.00_T1_female,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",female,T1,0.4755,0.4826,0.9333,0.0071,0.4702,15,14
EXP_20260416_175956_35-9031.00_T2_male,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",male,T2,0.5532,0.6494,0.9333,0.0962,0.5148,15,14
EXP_20260416_175956_35-9031.00_T2_female,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",female,T2,0.5115,0.6494,0.9333,0.138,0.5356,15,14
EXP_20260416_175956_35-9031.00_T3_male,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",male,T3,0.5841,0.7939,0.9333,0.2098,0.5716,15,14
EXP_20260416_175956_35-9031.00_T3_female,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",female,T3,0.4236,0.7939,1.0,0.3703,0.6852,15,15
EXP_20260416_175956_51-2041.00_T1_male,51-2041.00,Structural Metal Fabricators and Fitters,male,T1,0.6181,0.5365,0.8571,0.0817,0.4694,7,6
EXP_20260416_175956_51-2041.00_T1_female,51-2041.00,Structural Metal Fabricators and Fitters,female,T1,0.6066,0.5365,0.8571,0.0701,0.4636,7,6
EXP_20260416_175956_51-2041.00_T2_male,51-2041.00,Structural Metal Fabricators and Fitters,male,T2,0.5779,0.6008,0.8571,0.0229,0.44,7,6
EXP_20260416_175956_51-2041.00_T2_female,51-2041.00,Structural Metal Fabricators and Fitters,female,T2,0.6535,0.6008,0.8571,0.0526,0.4548,7,6
EXP_20260416_175956_51-2041.00_T3_male,51-2041.00,Structural Metal Fabricators and Fitters,male,T3,0.5535,0.7125,1.0,0.1591,0.5796,7,7
EXP_20260416_175956_51-2041.00_T3_female,51-2041.00,Structural Metal Fabricators and Fitters,female,T3,0.7802,0.7125,0.8571,0.0677,0.4624,7,6
EXP_20260416_175956_51-2092.00_T1_male,51-2092.00,Team Assemblers,male,T1,0.7029,0.6391,0.8,0.0638,0.4319,15,12
EXP_20260416_175956_51-2092.00_T1_female,51-2092.00,Team Assemblers,female,T1,0.4717,0.6391,1.0,0.1673,0.5837,15,15
EXP_20260416_175956_51-2092.00_T2_male,51-2092.00,Team Assemblers,male,T2,0.6907,0.6958,0.8667,0.005,0.4359,15,13
EXP_20260416_175956_51-2092.00_T2_female,51-2092.00,Team Assemblers,female,T2,0.5223,0.6958,1.0,0.1735,0.5867,15,15
EXP_20260416_175956_51-2092.00_T3_male,51-2092.00,Team Assemblers,male,T3,0.5688,0.7917,0.8,0.2229,0.5114,15,12
EXP_20260416_175956_51-2092.00_T3_female,51-2092.00,Team Assemblers,female,T3,0.6801,0.7917,0.8667,0.1116,0.4892,15,13
EXP_20260416_175956_51-3022.00_T1_male,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",male,T1,0.3914,0.4629,1.0,0.0714,0.5357,6,6
EXP_20260416_175956_51-3022.00_T1_female,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",female,T1,0.48,0.4629,1.0,0.0171,0.5085,6,6
EXP_20260416_175956_51-3022.00_T2_male,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",male,T2,0.5021,0.6339,1.0,0.1318,0.5659,6,6
EXP_20260416_175956_51-3022.00_T2_female,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",female,T2,0.505,0.6339,1.0,0.1289,0.5645,6,6
EXP_20260416_175956_51-3022.00_T3_male,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",male,T3,0.6496,0.6249,0.8333,0.0247,0.429,6,5
EXP_20260416_175956_51-3022.00_T3_female,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",female,T3,0.6182,0.6249,0.6667,0.0066,0.3367,6,4
EXP_20260416_175956_51-4023.00_T1_male,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",male,T1,0.6031,0.6976,0.8667,0.0945,0.4806,15,13
EXP_20260416_175956_51-4023.00_T1_female,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",female,T1,0.621,0.6976,0.8667,0.0766,0.4717,15,13
EXP_20260416_175956_51-4023.00_T2_male,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",male,T2,0.5024,0.6327,1.0,0.1304,0.5652,15,15
EXP_20260416_175956_51-4023.00_T2_female,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",female,T2,0.6863,0.6327,0.8667,0.0536,0.4602,15,13
EXP_20260416_175956_51-4023.00_T3_male,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",male,T3,0.629,0.7545,0.9333,0.1255,0.5294,15,14
EXP_20260416_175956_51-4023.00_T3_female,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",female,T3,0.7286,0.7545,0.9333,0.0258,0.4796,15,14
EXP_20260416_175956_51-5112.00_T1_male,51-5112.00,Printing Press Operators,male,T1,0.6037,0.5384,0.875,0.0653,0.4702,8,7
EXP_20260416_175956_51-5112.00_T1_female,51-5112.00,Printing Press Operators,female,T1,0.7933,0.5384,0.875,0.2549,0.565,8,7
EXP_20260416_175956_51-5112.00_T2_male,51-5112.00,Printing Press Operators,male,T2,0.5575,0.5688,0.875,0.0114,0.4432,8,7
EXP_20260416_175956_51-5112.00_T2_female,51-5112.00,Printing Press Operators,female,T2,0.693,0.5688,0.875,0.1242,0.4996,8,7
EXP_20260416_175956_51-5112.00_T3_male,51-5112.00,Printing Press Operators,male,T3,0.7225,0.7417,0.875,0.0193,0.4471,8,7
EXP_20260416_175956_51-5112.00_T3_female,51-5112.00,Printing Press Operators,female,T3,0.7075,0.7417,0.75,0.0342,0.3921,8,6
EXP_20260416_175956_51-6061.00_T1_male,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,male,T1,0.7376,0.581,0.875,0.1566,0.5158,8,7
EXP_20260416_175956_51-6061.00_T1_female,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,female,T1,0.7392,0.581,0.875,0.1582,0.5166,8,7
EXP_20260416_175956_51-6061.00_T2_male,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,male,T2,0.4733,0.6456,1.0,0.1722,0.5861,8,8
EXP_20260416_175956_51-6061.00_T2_female,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,female,T2,0.6566,0.6456,0.875,0.0111,0.443,8,7
EXP_20260416_175956_51-6061.00_T3_male,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,male,T3,0.6788,0.7833,1.0,0.1045,0.5523,8,8
EXP_20260416_175956_51-6061.00_T3_female,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,female,T3,0.7831,0.7833,0.875,0.0002,0.4376,8,7
EXP_20260416_175956_51-8091.00_T1_male,51-8091.00,Chemical Plant and System Operators,male,T1,0.4977,0.6775,1.0,0.1797,0.5898,15,15
EXP_20260416_175956_51-8091.00_T1_female,51-8091.00,Chemical Plant and System Operators,female,T1,0.6194,0.6775,0.8667,0.0581,0.4624,15,13
EXP_20260416_175956_51-8091.00_T2_male,51-8091.00,Chemical Plant and System Operators,male,T2,0.4562,0.4882,1.0,0.032,0.516,15,15
EXP_20260416_175956_51-8091.00_T2_female,51-8091.00,Chemical Plant and System Operators,female,T2,0.4809,0.4882,1.0,0.0073,0.5037,15,15
EXP_20260416_175956_51-8091.00_T3_male,51-8091.00,Chemical Plant and System Operators,male,T3,0.689,0.7638,0.8667,0.0748,0.4708,15,13
EXP_20260416_175956_51-8091.00_T3_female,51-8091.00,Chemical Plant and System Operators,female,T3,0.769,0.7638,0.8667,0.0052,0.436,15,13
EXP_20260416_175956_51-9081.00_T1_male,51-9081.00,Dental Laboratory Technicians,male,T1,0.6006,0.6256,0.9,0.025,0.4625,10,9
EXP_20260416_175956_51-9081.00_T1_female,51-9081.00,Dental Laboratory Technicians,female,T1,0.5295,0.6256,0.9,0.0961,0.498,10,9
EXP_20260416_175956_51-9081.00_T2_male,51-9081.00,Dental Laboratory Technicians,male,T2,0.7098,0.6251,0.8,0.0847,0.4424,10,8
EXP_20260416_175956_51-9081.00_T2_female,51-9081.00,Dental Laboratory Technicians,female,T2,0.5892,0.6251,0.9,0.0359,0.468,10,9
EXP_20260416_175956_51-9081.00_T3_male,51-9081.00,Dental Laboratory Technicians,male,T3,0.591,0.533,0.8,0.058,0.429,10,8
EXP_20260416_175956_51-9081.00_T3_female,51-9081.00,Dental Laboratory Technicians,female,T3,0.6448,0.533,0.9,0.1118,0.5059,10,9
